likes,comments,caption,time
19131,114,YES ...... I WANT TO BE COOKING WITH  ZAC @zacposen # 🍤🍳🌶🌽🥑🥕🥒🌮🥘🍷🍿🍴🥙🍒🍨🍺🥛🥖🍗🍉🍐🍕🍇🥗🥂🍩❤️💋😘👍🏼😋 #cookingwithzac,2017-07-15 15:12:47
19728,104,"A tribute to the icon, the myth, the legend. Edna Mode, obviously. One of the world’s most visionary designers is back in Incredibles 2. #BravoEdna.",2017-07-15 11:04:59
88674,1547,Another day at the office 😛♥️,2017-07-14 15:17:22
69438,292,So honored and humbled by our Emmy nominations!  Go Project Runway team – Congratulations!!! So exciting!!,2017-07-13 15:38:26
27487,208,Another day ..... another look 😊 @projectrunway @lindahaymakeup  @wendyiles_hair,2017-07-12 11:50:06
14438,101,Hear why I pushed my #GoldenBuzzer for Angelina last night on @AGT! Can’t wait to see how far she goes!,2017-07-12 11:02:53
22744,95,Bed Time😴ZzzzZzzz.......,2017-07-11 21:13:36
41819,426,Packing ... which shoes ?????...👠👡👢😻👙👗👜👚........🏖🌞🌏😎❤️,2017-07-11 19:03:23
27814,116,So much fun on set with @AGT! Tonight’s episode is worth celebrating 🎉🎉🎉 #GoldenBuzzer #ItsTime,2017-07-11 14:00:50
26587,203,Tune in to @AGT tonight to see who I push my #GoldenBuzzer for!,2017-07-11 11:00:19
45029,81,"Next stop, @livekellyandryan! So much fun talking @agt and @projectrunway! 👗@zacposen",2017-07-11 09:42:21
49780,90,Loved going on @todayshow with @carsondaly @savannahguthrie @mattlauernbc @alroker @hodakotb talking about @agt! 👗@zacposen,2017-07-11 08:41:34
33281,204,😛,2017-07-09 13:42:31
33300,197,Getting ready for @projectrunway with @lindahaymakeup @wendyiles_hair,2017-07-09 13:07:10
33792,231,Talking about the new season of @projectrunway on @goodmorningamerica this morning with @zacposen @ninagarcia ✨,2017-07-06 09:05:46
22305,179,Love being a part of @AGT acts! How awesome was this @OskarandGaspar transformation last night?! #SoCool #HalloweenCameEarly,2017-06-28 16:30:30
37156,471,Getting ready for a new episode of @agt tonight at 8/7c! @lindahaymakeup @lorenzomartinjr,2017-06-27 14:00:17
13892,66,Another new episode of @agt is on tonight and we have even more amazing acts! #Season12 #KeepsGettingBetter,2017-06-27 11:02:14
44012,205,Design meeting for @heidiklumintimates #nextseason #sexy #exciting,2017-06-22 10:34:06
66126,282,Love my @barbarabuiofficial suit 💋,2017-06-21 18:52:29
43736,342,Get ready America… I am getting ready too! Another new episode of @agt is on tonight at 8/7c!,2017-06-20 14:01:37
20608,77,Thank you @extratv for coming to our #HeidiKlumByRankin book signing! @rankinarchive,2017-06-20 13:16:07
26592,107,Let’s go @agt! Don’t miss a new episode tonight at 8/7c! #TheFunContinues,2017-06-20 10:06:06
43163,186,Auf Wiedersehen 😄,2017-06-18 17:33:29
63289,121,Special time with Grandma #Disneyworld  #favoriterideflightofpassage  #wow #❤️ #avatar #banshee,2017-06-18 16:24:56
74278,187,4 Amazing days at Disneyworld have come to an end #besttimeever  #family #funtimes,2017-06-18 15:30:59
55880,176,I love you Papa ❤️ #happyfathersday,2017-06-18 10:19:18
23817,134,"#Repost @harpersbazaarsg
・・・
Our #JulyBAZAAR cover star @HeidiKlum talks all things power and making a positive change in the world around her in our exclusive video interview! #HarpersBazaarSG #BAZAARSGxHeidiKlum #HeidiKlum",2017-06-18 09:02:36
87506,435,"#Repost @harpersbazaarsg
・・・
“I think that being passionate about what you do, is the key. I was always eager to learn more and do more, and I always had a lot of drive to do things outside of modelling.” — @HeidiKlum reveals the secret of her power status in our July issue. Tap the link in our bio for a preview. #HarpersBazaarSG #BAZAARSGxHeidiKlum (Photographed by @yutsai88) @lindahaymakeup @lorenzomartinjr",2017-06-16 10:29:46
49584,243,Stand strong with both feet on the ground @yutsai88 @harpersbazaarsg @lindahaymakeup @lorenzomartinjr,2017-06-15 11:49:12
21291,136,(3/3) @jimmyfallon I loved our dance off last night! @fallontonight 💃🏻🎳🍳🥓🕺🏻,2017-06-14 12:46:04
17213,92,(2/3) @jimmyfallon I loved our dance off last night! @fallontonight 💃🏻🎳🍳🥓🕺🏻,2017-06-14 12:40:17
16618,88,(1/3) @jimmyfallon I loved our dance off last night! @fallontonight 💃🏻🎳🍳🥓🕺🏻,2017-06-14 12:37:33
74051,156,So excited to be back on @fallontonight! @jimmyfallon and I talk about @agt and even show off a few talents of our own. @lindahaymakeup @wendyiles_hair,2017-06-13 20:59:29
54153,388,Getting ready for another amazing night of @agt with @lindahaymakeup and @lorenzomartinjr! Make sure to watch at 8/7c!,2017-06-13 14:03:00
40197,96,@AGT is on tonight! You won’t want to miss it @simoncowell @officialmelb @howiemandel 👗: @redemptionofficial #Redemption,2017-06-13 10:02:06
19910,72,Today on the set of @projectrunway 😊😃😛😆 #mybabies,2017-06-12 19:01:26
72262,331,So excited to share my cover of @harpersbazaarsg shot by @yutsai88 for their Power Issue! @kennieboy @catapper @lindahaymakeup @lorenzomartinjr @nailsbyemikudo @ralphlauren @tiffanyandco @88phases #HarpersBazaarSG  #BAZAARSGxHeidiKlum,2017-06-12 14:45:36
